罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自転車盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2022/10/28,8,その他,その他,60-64歳,その他,施錠した,墨田区江東橋４丁目,35.695011,139.817372, 本所警察署 錦糸町駅南口交番,35.69598725,139.81479650833177
窃盗,自転車盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋５丁目,2021/12/14,3,道路上,その他,20歳代,その他,施錠せず,墨田区江東橋５丁目,35.690723,139.810394, 本所警察署 錦糸町駅南口交番,35.69598725,139.81479650833177
窃盗,自転車盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋５丁目,2022/7/30,8,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,墨田区江東橋５丁目,35.690723,139.810394, 本所警察署 錦糸町駅南口交番,35.69598725,139.81479650833177
窃盗,自転車盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,横川５丁目,2022/11/1,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,墨田区横川５丁目,35.704398,139.817546, 本所警察署 錦糸町駅南口交番,35.69598725,139.81479650833177
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,押上３丁目,2022/1/14,20,一戸建住宅,その他,40歳代,その他,施錠せず,墨田区押上３丁目,35.711901,139.819652, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,押上３丁目,2022/10/30,22,道路上,その他,50歳代,その他,施錠せず,墨田区押上３丁目,35.711901,139.819652, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島１丁目,2021/11/13,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,墨田区京島１丁目,35.717048,139.819684, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島１丁目,2022/1/25,11,その他,駐車（輪）場,20歳代,その他,施錠した,墨田区京島１丁目,35.717048,139.819684, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島１丁目,2022/2/25,17,一戸建住宅,その他,70歳以上,その他,施錠せず,墨田区京島１丁目,35.717048,139.819684, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島１丁目,2022/3/26,0,道路上,その他,20歳代,大学生,施錠した,墨田区京島１丁目,35.717048,139.819684, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島１丁目,2022/7/26,18,道路上,その他,10歳代,中学生,施錠せず,墨田区京島１丁目,35.717048,139.819684, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島２丁目,2022/7/3,17,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず,墨田区京島２丁目,35.713635,139.820338, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島３丁目,2021/11/17,23,道路上,その他,30歳代,その他,施錠した,墨田区京島３丁目,35.714639,139.823446, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島３丁目,2022/1/10,23,一戸建住宅,その他,40歳代,その他,施錠せず,墨田区京島３丁目,35.714639,139.823446, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島３丁目,2022/2/25,19,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず,墨田区京島３丁目,35.714639,139.823446, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島３丁目,2022/2/26,19,一戸建住宅,その他,65-69歳,その他,施錠した,墨田区京島３丁目,35.714639,139.823446, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,京島３丁目,2022/8/31,20,道路上,その他,10歳代,中学生,施錠せず,墨田区京島３丁目,35.714639,139.823446, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2021/9/1,不明,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/3/5,16,その他,駐車（輪）場,50歳代,その他,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/4/11,22,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/6/15,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/7/1,20,４階建て以上共同住宅,その他,10歳代,中学生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/7/10,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/8/19,20,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/11/5,19,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/11/8,19,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/11/16,6,一戸建住宅,その他,10歳代,中学生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,京島交番,131075,東京都,墨田区,八広２丁目,2022/11/27,21,道路上,その他,10歳代,中学生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 京島交番,,
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,東墨田２丁目,2022/8/12,10,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず,墨田区東墨田２丁目,35.722275,139.83245, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広１丁目,2022/5/30,0,その他,駐車（輪）場,20歳代,その他,施錠せず,墨田区八広１丁目,35.720012,139.82304, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広１丁目,2022/10/23,21,その他,駐車（輪）場,65-69歳,その他,施錠せず,墨田区八広１丁目,35.720012,139.82304, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広１丁目,2022/11/3,9,一戸建住宅,その他,70歳以上,その他,施錠せず,墨田区八広１丁目,35.720012,139.82304, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広２丁目,2021/12/10,20,一戸建住宅,その他,40歳代,その他,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広２丁目,2022/4/11,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広２丁目,2022/7/26,19,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広２丁目,2022/8/9,5,一戸建住宅,その他,30歳代,その他,施錠せず,墨田区八広２丁目,35.715568,139.826821, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広３丁目,2022/4/2,13,道路上,その他,65-69歳,その他,施錠せず,墨田区八広３丁目,35.719156,139.82748, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広３丁目,2022/4/9,16,一戸建住宅,その他,65-69歳,その他,施錠せず,墨田区八広３丁目,35.719156,139.82748, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広３丁目,2022/7/23,7,一戸建住宅,その他,50歳代,その他,施錠せず,墨田区八広３丁目,35.719156,139.82748, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広３丁目,2022/9/7,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,墨田区八広３丁目,35.719156,139.82748, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2022/3/4,23,一戸建住宅,その他,40歳代,その他,施錠せず,墨田区八広４丁目,35.723057,139.828893, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2022/7/20,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳未満,小学生,施錠せず,墨田区八広４丁目,35.723057,139.828893, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2022/9/8,16,一戸建住宅,その他,10歳代,高校生,施錠した,墨田区八広４丁目,35.723057,139.828893, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2022/9/20,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,墨田区八広４丁目,35.723057,139.828893, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2022/11/3,9,一戸建住宅,その他,30歳代,その他,施錠せず,墨田区八広４丁目,35.723057,139.828893, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,八広四丁目交番,131075,東京都,墨田区,八広５丁目,2021/11/14,18,一戸建住宅,その他,70歳以上,その他,施錠した,墨田区八広５丁目,35.724849,139.825855, 向島警察署 八広四丁目交番,35.7226022,139.8265568
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/1/9,21,道路上,その他,30歳代,その他,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/3/5,13,道路上,その他,30歳代,その他,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/3/11,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/4/23,0,道路上,その他,10歳代,高校生,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/8/5,17,その他,駐車（輪）場,30歳代,その他,施錠した,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/8/23,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/9/6,22,一戸建住宅,その他,10歳代,高校生,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/10/6,21,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/10/21,2,一戸建住宅,その他,65-69歳,その他,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/10/23,6,その他,駐車（輪）場,30歳代,その他,施錠せず,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自転車盗,向島,堤通駐在所,131075,東京都,墨田区,墨田５丁目,2022/4/23,19,道路上,その他,20歳代,その他,施錠した,墨田区墨田５丁目,35.738306,139.82034, 向島警察署 堤通駐在所,35.7369969,139.8181591
窃盗,自転車盗,向島,堤通駐在所,131075,東京都,墨田区,墨田５丁目,2022/6/4,21,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,墨田区墨田５丁目,35.738306,139.82034, 向島警察署 堤通駐在所,35.7369969,139.8181591
窃盗,自転車盗,向島,堤通駐在所,131075,東京都,墨田区,堤通２丁目,2021/11/20,17,４階建て以上共同住宅,その他,50歳代,その他,施錠せず,墨田区堤通２丁目,35.733962,139.814668, 向島警察署 堤通駐在所,35.7369969,139.8181591
窃盗,自転車盗,向島,堤通駐在所,131075,東京都,墨田区,堤通２丁目,2022/4/30,8,４階建て以上共同住宅,その他,70歳以上,その他,施錠した,墨田区堤通２丁目,35.733962,139.814668, 向島警察署 堤通駐在所,35.7369969,139.8181591
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島４丁目,2021/12/23,10,その他,駐車（輪）場,10歳代,その他,施錠した,墨田区東向島４丁目,35.725348,139.817604, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島４丁目,2022/5/5,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,墨田区東向島４丁目,35.725348,139.817604, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島４丁目,2022/7/7,4,道路上,その他,30歳代,その他,施錠せず,墨田区東向島４丁目,35.725348,139.817604, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島５丁目,2021/8/11,不明,道路上,その他,30歳代,その他,施錠せず,墨田区東向島５丁目,35.726834,139.821553, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島５丁目,2022/1/2,9,道路上,その他,20歳代,その他,施錠した,墨田区東向島５丁目,35.726834,139.821553, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島５丁目,2022/1/15,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,墨田区東向島５丁目,35.726834,139.821553, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島５丁目,2022/8/9,0,一戸建住宅,その他,10歳代,小学生,施錠せず,墨田区東向島５丁目,35.726834,139.821553, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,墨田三丁目交番,131075,東京都,墨田区,東向島５丁目,2022/9/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,墨田区東向島５丁目,35.726834,139.821553, 向島警察署 墨田三丁目交番,35.7279334,139.820647
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/1/31,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/3/3,18,その他,駐車（輪）場,50歳代,その他,施錠せず,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/3/10,20,４階建て以上共同住宅,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/3/12,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/3/19,15,４階建て以上共同住宅,その他,50歳代,その他,施錠した,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/7/4,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/7/14,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/7/26,20,その他,駐車（輪）場,30歳代,その他,施錠せず,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/10/8,1,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/10/27,18,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した,墨田区立花１丁目,35.705215,139.829096, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花２丁目,2022/3/13,15,一戸建住宅,その他,70歳以上,その他,施錠せず,墨田区立花２丁目,35.708465,139.829129, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,立花５丁目,2022/9/21,17,一戸建住宅,その他,10歳代,小学生,施錠した,墨田区立花５丁目,35.713125,139.831241, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,東向島２丁目,2022/5/4,13,一戸建住宅,その他,50歳代,その他,施錠せず,墨田区東向島２丁目,35.718943,139.816621, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2021/11/23,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2021/12/13,16,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2021/12/31,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/1/19,5,道路上,その他,20歳代,その他,施錠した,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/3/14,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/6/20,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/7/22,19,その他,駐車（輪）場,20歳代,その他,施錠せず,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/9/30,7,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/10/9,15,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/11/13,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花２丁目,2022/8/3,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず,墨田区文花２丁目,35.708431,139.826369, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花２丁目,2022/8/14,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,墨田区文花２丁目,35.708431,139.826369, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花２丁目,2022/8/19,7,その他,駐車（輪）場,40歳代,その他,施錠せず,墨田区文花２丁目,35.708431,139.826369, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花２丁目,2022/9/19,17,一戸建住宅,その他,20歳代,その他,施錠せず,墨田区文花２丁目,35.708431,139.826369, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花２丁目,2022/11/10,7,その他,駐車（輪）場,20歳代,大学生,施錠せず,墨田区文花２丁目,35.708431,139.826369, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花３丁目,2022/6/23,18,道路上,その他,70歳以上,その他,施錠せず,墨田区文花３丁目,35.711681,139.826197, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,小村井交番,131075,東京都,墨田区,文花３丁目,2022/7/5,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,墨田区文花３丁目,35.711681,139.826197, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,自転車盗,向島,平井橋交番,131075,東京都,墨田区,立花３丁目,2021/12/21,14,道路上,その他,20歳代,その他,施錠せず,墨田区立花３丁目,35.705689,139.833498, 向島警察署 平井橋交番,35.7085293,139.837261
窃盗,自転車盗,向島,平井橋交番,131075,東京都,墨田区,立花３丁目,2022/7/8,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,墨田区立花３丁目,35.705689,139.833498, 向島警察署 平井橋交番,35.7085293,139.837261
窃盗,自転車盗,向島,平井橋交番,131075,東京都,墨田区,立花３丁目,2022/11/9,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,墨田区立花３丁目,35.705689,139.833498, 向島警察署 平井橋交番,35.7085293,139.837261
窃盗,自転車盗,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2022/2/8,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,墨田区立花６丁目,35.710736,139.836197, 向島警察署 平井橋交番,35.7085293,139.837261
窃盗,自転車盗,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2022/5/22,20,一戸建住宅,その他,70歳以上,その他,施錠せず,墨田区立花６丁目,35.710736,139.836197, 向島警察署 平井橋交番,35.7085293,139.837261
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,押上２丁目,2022/6/4,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した,墨田区押上２丁目,35.7131023,139.8129999, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,押上３丁目,2022/9/10,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,墨田区押上３丁目,35.711901,139.819652, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,押上３丁目,2022/9/24,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,墨田区押上３丁目,35.711901,139.819652, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,京島１丁目,2021/12/3,11,その他,駐車（輪）場,40歳代,その他,施錠した,墨田区京島１丁目,35.717048,139.819684, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,京島１丁目,2021/12/12,11,その他,駐車（輪）場,10歳代,大学生,施錠せず,墨田区京島１丁目,35.717048,139.819684, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,京島１丁目,2021/12/18,15,その他,駐車（輪）場,10歳代,小学生,施錠せず,墨田区京島１丁目,35.717048,139.819684, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,京島１丁目,2022/2/2,17,道路上,その他,20歳代,大学生,施錠せず,墨田区京島１丁目,35.717048,139.819684, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自転車盗,向島,曳舟交番,131075,東京都,墨田区,京島１丁目,2022/3/29,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,墨田区京島１丁目,35.717048,139.819684, 向島警察署 曳舟交番,35.717597,139.817067
