罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚２丁目,2018-03-16,03,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚３丁目,2018-05-15,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚３丁目,2018-08-06,17,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚４丁目,2018-05-15,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚５丁目,2018-01-29,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2018-02-24,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2018-03-16,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2018-03-17,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興５丁目,2018-02-18,05,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷５丁目,2018-10-28,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷９丁目,2018-07-03,15,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷９丁目,2018-11-22,20,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人１丁目,2018-02-10,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人５丁目,2018-09-19,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷本町４丁目,2015-01-01,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興４丁目,2017-12-15,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2017-09-25,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2018-02-10,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2018-06-09,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,北砂７丁目,2018-12-18,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,砂町交番,131083,東京都,江東区,南砂１丁目,2018-06-08,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,砂町交番,131083,東京都,江東区,南砂５丁目,2018-04-14,21,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,砂町交番,131083,東京都,江東区,南砂５丁目,2018-11-26,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂３丁目,2018-06-01,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2013-12-11,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2016-10-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2017-12-01,不明,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2018-01-16,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,北砂７丁目,2018-01-30,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,東砂２丁目,2013-10-11,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島３丁目,2018-10-12,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島６丁目,2018-04-04,08,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2015-06-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2018-01-12,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸１丁目,2018-08-15,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸２丁目,2018-01-11,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,亀戸駅前交番,131083,東京都,江東区,亀戸３丁目,2018-09-23,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,江東橋交番,131075,東京都,墨田区,亀沢４丁目,2018-08-31,16,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2018-06-16,10,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2018-06-17,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2018-01-19,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,横川交番,131075,東京都,墨田区,横川４丁目,2018-03-31,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,向島交番,131075,東京都,墨田区,向島５丁目,2018-01-13,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本所,言問交番,131075,東京都,墨田区,向島３丁目,2018-03-18,00,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2018-06-09,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2018-06-28,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2018-07-18,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-03,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-21,02,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-21,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-02-26,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2018-08-20,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,東向島交番,131075,東京都,墨田区,八広５丁目,2016-08-20,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,東向島交番,131075,東京都,墨田区,八広５丁目,2018-01-14,02,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2018-12-03,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,堀切七丁目交番,131229,東京都,葛飾区,堀切７丁目,2018-04-03,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,お花茶屋交番,131229,東京都,葛飾区,白鳥１丁目,2018-12-01,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,青戸８丁目,2018-06-09,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,青戸８丁目,2018-09-29,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,青戸交番,131229,東京都,葛飾区,白鳥４丁目,2018-09-27,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有２丁目,2018-07-20,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,亀有駅北口交番,131229,東京都,葛飾区,亀有５丁目,2018-04-28,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,亀有駅北口交番,131229,東京都,葛飾区,亀有５丁目,2018-06-28,10,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,亀有駅北口交番,131229,東京都,葛飾区,西亀有４丁目,2018-06-01,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,東金町交番,131229,東京都,葛飾区,東金町５丁目,2018-04-24,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元４丁目,2018-07-16,01,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元５丁目,2018-10-03,18,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元５丁目,2018-12-27,05,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,柴又二丁目交番,131229,東京都,葛飾区,柴又２丁目,2018-09-01,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,南水元交番,131229,東京都,葛飾区,新宿４丁目,2018-11-14,07,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,東水元５丁目,2018-12-17,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2018-12-15,02,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木１丁目,2018-12-01,00,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木４丁目,2018-02-27,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,宝町交番,131229,東京都,葛飾区,宝町１丁目,2018-10-19,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,宝町交番,131229,東京都,葛飾区,宝町２丁目,2018-10-20,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,宝町交番,131229,東京都,葛飾区,四つ木５丁目,2018-05-09,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸１丁目,2018-08-02,20,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,高砂駅前交番,131229,東京都,葛飾区,高砂１丁目,2018-05-29,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2018-04-01,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,たつみ橋交番,131229,東京都,葛飾区,東新小岩３丁目,2017-11-06,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩８丁目,2018-10-29,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,四ツ木駅前交番,131229,東京都,葛飾区,四つ木４丁目,2018-05-06,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛飾,鎌倉交番,131229,東京都,葛飾区,奥戸７丁目,2018-11-19,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,小松川四丁目交番,131237,東京都,江戸川区,小松川４丁目,2018-10-27,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,平井七丁目交番,131237,東京都,江戸川区,平井７丁目,2018-05-06,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,松島四丁目交番,131237,東京都,江戸川区,松島４丁目,2018-03-05,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,中央２丁目,2018-02-03,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,中央４丁目,2018-05-28,01,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉５丁目,2018-04-14,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,京葉通交番,131237,東京都,江戸川区,松江１丁目,2018-05-14,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,京葉通交番,131237,東京都,江戸川区,松江２丁目,2018-04-25,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,京葉通交番,131237,東京都,江戸川区,大杉２丁目,2018-11-12,06,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,松江交番,131237,東京都,江戸川区,西小松川町,2018-01-30,22,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,松江交番,131237,東京都,江戸川区,東小松川３丁目,2018-05-19,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,松江交番,131237,東京都,江戸川区,松江１丁目,2018-03-21,01,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,松江交番,131237,東京都,江戸川区,松江２丁目,2018-03-20,20,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,松江交番,131237,東京都,江戸川区,松江５丁目,2018-07-27,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,一之江交番,131237,東京都,江戸川区,一之江６丁目,2018-04-10,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,一之江交番,131237,東京都,江戸川区,一之江７丁目,2018-03-05,02,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,今井交番,131237,東京都,江戸川区,西瑞江３丁目,2018-12-09,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2018-05-01,22,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2018-08-04,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,椿町駐在所,131237,東京都,江戸川区,春江町３丁目,2018-10-09,09,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,江戸川２丁目,2018-07-26,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町２丁目,2018-12-16,03,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町５丁目,2018-07-05,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,南篠崎交番,131237,東京都,江戸川区,東篠崎１丁目,2018-11-15,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,小松川一丁目交番,131237,東京都,江戸川区,小松川１丁目,2018-05-17,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,小松川一丁目交番,131237,東京都,江戸川区,小松川２丁目,2018-06-03,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町６丁目,2018-08-03,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀２丁目,2018-07-01,20,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀２丁目,2018-07-08,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,春江町１丁目,2018-03-08,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小松川,篠崎駅前交番,131237,東京都,江戸川区,春江町１丁目,2018-06-28,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,一里塚交番,131237,東京都,江戸川区,東小岩３丁目,2018-04-29,22,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,一里塚交番,131237,東京都,江戸川区,東松本１丁目,2018-06-05,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,南小岩交番,131237,東京都,江戸川区,南小岩２丁目,2018-01-20,00,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,南小岩交番,131237,東京都,江戸川区,上篠崎２丁目,2018-07-28,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩２丁目,2018-05-13,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,江戸川交番,131237,東京都,江戸川区,東小岩６丁目,2018-05-05,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,北小岩駐在所,131237,東京都,江戸川区,北小岩８丁目,2018-05-06,23,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,北小岩駐在所,131237,東京都,江戸川区,上篠崎１丁目,2018-05-22,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨１丁目,2018-06-02,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨５丁目,2018-01-07,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨５丁目,2018-09-19,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨５丁目,2018-11-07,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨５丁目,2018-12-20,13,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎１丁目,2018-12-25,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,一之江町,2017-12-24,12,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2018-06-06,13,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀１丁目,2018-10-21,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀６丁目,2018-02-10,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀６丁目,2018-07-04,23,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西２丁目,2018-04-14,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西３丁目,2018-05-04,20,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,共栄橋交番,131237,東京都,江戸川区,中葛西３丁目,2018-07-15,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,東葛西五丁目交番,131237,東京都,江戸川区,東葛西４丁目,2017-11-20,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,西葛西駅前交番,131237,東京都,江戸川区,西葛西６丁目,2017-02-18,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,宇喜田駐在所,131237,東京都,江戸川区,宇喜田町,2018-05-22,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,東葛西九丁目駐在所,131237,東京都,江戸川区,東葛西７丁目,2018-09-17,01,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西３丁目,2018-01-28,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西３丁目,2018-05-18,17,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西４丁目,2018-02-03,13,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西４丁目,2018-06-01,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西４丁目,2018-07-21,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,南葛西交番,131237,東京都,江戸川区,南葛西６丁目,2016-12-10,05,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,葛西駅前交番,131237,東京都,江戸川区,中葛西５丁目,2018-07-05,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,葛西駅前交番,131237,東京都,江戸川区,東葛西６丁目,2018-05-31,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,葛西駅前交番,131237,東京都,江戸川区,東葛西６丁目,2018-07-12,06,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,葛西駅前交番,131237,東京都,江戸川区,東葛西６丁目,2018-09-30,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,江戸川六丁目交番,131237,東京都,江戸川区,江戸川６丁目,2017-12-26,22,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,江戸川六丁目交番,131237,東京都,江戸川区,江戸川６丁目,2018-04-16,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,江戸川六丁目交番,131237,東京都,江戸川区,江戸川６丁目,2018-10-31,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛西,江戸川六丁目交番,131237,東京都,江戸川区,西瑞江５丁目,2018-02-15,19,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,南葛西５丁目,2018-05-31,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,清新町２丁目,2018-01-02,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛西,臨海公園交番,131237,東京都,江戸川区,臨海町２丁目,2018-05-31,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
