罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花４丁目,2022/8/22,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,墨田区立花４丁目,35.709118,139.833407, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/2/12,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/6/17,18,４階建て以上共同住宅,駐車（輪）場,その他,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/6/27,13,駐車（輪）場,駐車（輪）場,その他,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/7/25,22,４階建て以上共同住宅,その他,ナンバープレート,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/10/17,12,４階建て以上共同住宅,駐車（輪）場,その他,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/10/21,6,４階建て以上共同住宅,駐車（輪）場,その他,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/10/26,12,４階建て以上共同住宅,駐車（輪）場,その他,墨田区文花１丁目,35.709004,139.821865, 向島警察署 小村井交番,35.710273,139.8285649
窃盗,部品ねらい,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2022/2/26,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,墨田区立花６丁目,35.710736,139.836197, 向島警察署 平井橋交番,35.7085293,139.837261
窃盗,部品ねらい,向島,東向島交番,131075,東京都,墨田区,東向島４丁目,2022/8/23,19,４階建て以上共同住宅,駐車（輪）場,その他,墨田区東向島４丁目,35.725348,139.817604, 向島警察署 東向島交番,35.7226977,139.8184075
窃盗,部品ねらい,向島,東向島交番,131075,東京都,墨田区,八広５丁目,2022/4/8,19,一戸建住宅,その他,その他,墨田区八広５丁目,35.724849,139.825855, 向島警察署 東向島交番,35.7226977,139.8184075
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,墨田１丁目,2022/10/15,不明,４階建て以上共同住宅,駐車（輪）場,その他,墨田区墨田１丁目,35.728561,139.816426, 向島警察署 白鬚橋交番,35.728513,139.813624
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通１丁目,2022/5/26,11,駐車（輪）場,駐車（輪）場,ナンバープレート,墨田区堤通１丁目,35.724803,139.811252, 向島警察署 白鬚橋交番,35.728513,139.813624
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2022/1/15,19,４階建て以上共同住宅,駐車（輪）場,その他,墨田区堤通２丁目,35.733962,139.814668, 向島警察署 白鬚橋交番,35.728513,139.813624
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2022/9/2,17,４階建て以上共同住宅,駐車（輪）場,その他,墨田区堤通２丁目,35.733962,139.814668, 向島警察署 白鬚橋交番,35.728513,139.813624
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,東向島３丁目,2017/7/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,墨田区東向島３丁目,35.724075,139.814859, 向島警察署 白鬚橋交番,35.728513,139.813624
窃盗,部品ねらい,向島,鐘ケ淵駅前交番,131075,東京都,墨田区,墨田３丁目,2022/8/2,18,駐車（輪）場,駐車（輪）場,タイヤ・ホイール,墨田区墨田３丁目,35.730128,139.82101, 向島警察署 鐘ケ淵駅前交番,35.7331825,139.819667
窃盗,部品ねらい,亀有,お花茶屋交番,131229,東京都,葛飾区,お花茶屋３丁目,2017/10/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,葛飾区お花茶屋３丁目,35.754478,139.841775, 亀有警察署 お花茶屋交番,35.7503731,139.8396322
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/1/5,17,４階建て以上共同住宅,駐車（輪）場,その他,葛飾区亀有３丁目,35.765188,139.850309, 亀有警察署 亀有駅南口交番,35.7662206,139.8474092
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/1/18,5,駐車（輪）場,駐車（輪）場,その他,葛飾区亀有３丁目,35.765188,139.850309, 亀有警察署 亀有駅南口交番,35.7662206,139.8474092
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/5/9,3,道路上,その他,その他,葛飾区亀有３丁目,35.765188,139.850309, 亀有警察署 亀有駅南口交番,35.7662206,139.8474092
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/8/25,19,その他,駐車（輪）場,その他,葛飾区亀有３丁目,35.765188,139.850309, 亀有警察署 亀有駅南口交番,35.7662206,139.8474092
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/11/25,18,その他,駐車（輪）場,その他,葛飾区亀有３丁目,35.765188,139.850309, 亀有警察署 亀有駅南口交番,35.7662206,139.8474092
窃盗,部品ねらい,亀有,亀田橋駐在所,131229,東京都,葛飾区,高砂８丁目,2022/4/7,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,葛飾区高砂８丁目,35.754601,139.868069, 亀有警察署 亀田橋駐在所,35.7552073,139.8612746
窃盗,部品ねらい,亀有,南水元交番,131229,東京都,葛飾区,南水元３丁目,2015/1/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,葛飾区南水元３丁目,35.775004,139.864156, 亀有警察署 南水元交番,35.776117,139.866337
窃盗,部品ねらい,亀有,堀切七丁目交番,131229,東京都,葛飾区,東堀切２丁目,2022/7/30,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,葛飾区東堀切２丁目,35.752216,139.835916, 亀有警察署 堀切七丁目交番,35.7539411,139.8302148
窃盗,部品ねらい,亀有,堀切七丁目交番,131229,東京都,葛飾区,堀切７丁目,2022/5/23,10,その他,駐車（輪）場,その他,葛飾区堀切７丁目,35.755142,139.831128, 亀有警察署 堀切七丁目交番,35.7539411,139.8302148
窃盗,部品ねらい,亀有,小菅交番,131229,東京都,葛飾区,小菅４丁目,2022/6/15,14,４階建て以上共同住宅,駐車（輪）場,その他,葛飾区小菅４丁目,35.758888,139.824712, 亀有警察署 小菅交番,35.7553736,139.8232923
窃盗,部品ねらい,亀有,柴又二丁目交番,131229,東京都,葛飾区,柴又２丁目,2022/4/20,13,４階建て以上共同住宅,駐車（輪）場,その他,葛飾区柴又２丁目,35.758391,139.869244, 亀有警察署 柴又二丁目交番,35.7584161,139.8705079
窃盗,部品ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,東水元２丁目,2022/6/19,16,一戸建住宅,その他,ナンバープレート,葛飾区東水元２丁目,35.779838,139.870653, 亀有警察署 水元公園前交番,35.781005,139.866921
窃盗,部品ねらい,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/3/24,18,駐車（輪）場,駐車（輪）場,なし,葛飾区西水元２丁目,35.785738,139.849615, 亀有警察署 水元駐在所,35.7808322,139.8529282
窃盗,部品ねらい,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/3/26,17,駐車（輪）場,駐車（輪）場,その他,葛飾区西水元２丁目,35.785738,139.849615, 亀有警察署 水元駐在所,35.7808322,139.8529282
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2022/1/22,22,その他の住宅（３階建て以下共同住宅等）,その他,その他,葛飾区東水元６丁目,35.792454,139.86114, 亀有警察署 葛三橋交番,35.7932862,139.85977
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2022/7/10,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,葛飾区東水元６丁目,35.792454,139.86114, 亀有警察署 葛三橋交番,35.7932862,139.85977
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2022/7/25,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,葛飾区東水元６丁目,35.792454,139.86114, 亀有警察署 葛三橋交番,35.7932862,139.85977
窃盗,部品ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有１丁目,2022/5/10,18,その他,その他,その他,葛飾区西亀有１丁目,35.757894,139.83973, 亀有警察署 西亀有交番,35.7590227,139.8335076
窃盗,部品ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町４丁目,2022/10/28,14,４階建て以上共同住宅,その他,ナンバープレート,葛飾区東金町４丁目,35.774498,139.87549, 亀有警察署 金町駅北口交番,35.7701064,139.8702694
窃盗,部品ねらい,亀有,青戸交番,131229,東京都,葛飾区,亀有１丁目,2022/12/10,14,４階建て以上共同住宅,駐車（輪）場,その他,葛飾区亀有１丁目,35.758422,139.846323, 亀有警察署 青戸交番,35.7536774,139.8510482
窃盗,部品ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2022/11/16,6,４階建て以上共同住宅,その他,ナンバープレート,葛飾区西新小岩１丁目,35.715641,139.853795, 葛飾警察署 たつみ橋交番,,
窃盗,部品ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩３丁目,2022/3/25,20,駐車（輪）場,駐車（輪）場,その他,葛飾区西新小岩３丁目,35.720481,139.847128, 葛飾警察署 たつみ橋交番,,
窃盗,部品ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩７丁目,2022/1/20,18,４階建て以上共同住宅,その他,その他,葛飾区東新小岩７丁目,35.724929,139.854294, 葛飾警察署 上平井交番,35.723433,139.8528816
窃盗,部品ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩８丁目,2022/1/24,16,４階建て以上共同住宅,その他,その他,葛飾区東新小岩８丁目,35.727192,139.853289, 葛飾警察署 上平井交番,35.723433,139.8528816
窃盗,部品ねらい,葛飾,四ツ木駅前交番,131229,東京都,葛飾区,東四つ木２丁目,2022/12/1,19,駐車（輪）場,駐車（輪）場,ナンバープレート,葛飾区東四つ木２丁目,35.729732,139.844405, 葛飾警察署 四ツ木駅前交番,,
窃盗,部品ねらい,葛飾,堀切交番,131229,東京都,葛飾区,堀切１丁目,2022/6/9,6,一戸建住宅,その他,その他,葛飾区堀切１丁目,35.739525,139.827353, 葛飾警察署 堀切交番,35.7407525,139.830481
窃盗,部品ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸３丁目,2022/3/9,12,その他,駐車（輪）場,その他,葛飾区奥戸３丁目,35.731765,139.861664, 葛飾警察署 奥戸交番,35.7343238,139.865247
窃盗,部品ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸４丁目,2022/3/26,14,駐車（輪）場,駐車（輪）場,その他,葛飾区奥戸４丁目,35.728258,139.865868, 葛飾警察署 奥戸交番,35.7343238,139.865247
窃盗,部品ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸４丁目,2022/11/21,20,道路上,その他,ナンバープレート,葛飾区奥戸４丁目,35.728258,139.865868, 葛飾警察署 奥戸交番,35.7343238,139.865247
窃盗,部品ねらい,葛飾,宝町交番,131229,東京都,葛飾区,四つ木５丁目,2022/6/19,12,４階建て以上共同住宅,駐車（輪）場,その他,葛飾区四つ木５丁目,35.742017,139.840078, 葛飾警察署 宝町交番,35.7468194,139.8366557
窃盗,部品ねらい,葛飾,平和橋交番,131229,東京都,葛飾区,東四つ木１丁目,2022/7/26,22,４階建て以上共同住宅,その他,その他,葛飾区東四つ木１丁目,35.7262776,139.8406279, 葛飾警察署 平和橋交番,35.7284048,139.8479926
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/11/3,12,道路上,その他,その他,葛飾区新小岩１丁目,35.714252,139.854932, 葛飾警察署 新小岩駅前交番,35.71658205,139.85864229144255
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022/4/15,19,駐車（輪）場,駐車（輪）場,ナンバープレート,葛飾区新小岩２丁目,35.715976,139.862179, 葛飾警察署 新小岩駅前交番,35.71658205,139.85864229144255
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022/4/28,11,道路上,その他,ナンバープレート,葛飾区新小岩２丁目,35.715976,139.862179, 葛飾警察署 新小岩駅前交番,35.71658205,139.85864229144255
窃盗,部品ねらい,葛飾,立石交番,131229,東京都,葛飾区,東立石３丁目,2022/6/30,16,道路上,その他,その他,葛飾区東立石３丁目,35.73537,139.844999, 葛飾警察署 立石交番,35.7366242,139.8454716
窃盗,部品ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石６丁目,2022/9/10,19,４階建て以上共同住宅,その他,ナンバープレート,葛飾区立石６丁目,35.744073,139.851199, 葛飾警察署 立石駅前交番,35.7388475,139.8490674
窃盗,部品ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田５丁目,2022/9/10,1,駐車（輪）場,駐車（輪）場,その他,葛飾区細田５丁目,35.73909,139.875227, 葛飾警察署 細田交番,35.740142,139.8695527
窃盗,部品ねらい,葛飾,高砂駅前交番,131229,東京都,葛飾区,高砂５丁目,2022/12/21,13,その他,駐車（輪）場,その他,葛飾区高砂５丁目,35.751786,139.868698, 葛飾警察署 高砂駅前交番,35.7511165,139.868019
窃盗,部品ねらい,小松川,京葉通交番,131237,東京都,江戸川区,西一之江２丁目,2022/12/6,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,江戸川区西一之江２丁目,35.700131,139.880016, 小松川警察署 京葉通交番,35.70321,139.873895
窃盗,部品ねらい,小松川,京葉通交番,131237,東京都,江戸川区,大杉３丁目,2022/5/22,19,その他,駐車（輪）場,ナンバープレート,江戸川区大杉３丁目,35.7049685,139.8825479, 小松川警察署 京葉通交番,35.70321,139.873895
窃盗,部品ねらい,小松川,今井交番,131237,東京都,江戸川区,一之江３丁目,2022/3/20,7,駐車（輪）場,駐車（輪）場,その他,江戸川区一之江３丁目,35.6887406,139.8845692, 小松川警察署 今井交番,35.6839121,139.8869888
窃盗,部品ねらい,小松川,今井交番,131237,東京都,江戸川区,一之江３丁目,2022/7/3,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,江戸川区一之江３丁目,35.6887406,139.8845692, 小松川警察署 今井交番,35.6839121,139.8869888
窃盗,部品ねらい,小松川,今井交番,131237,東京都,江戸川区,西瑞江４丁目,2022/10/20,8,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区西瑞江４丁目,35.682233,139.8842031, 小松川警察署 今井交番,35.6839121,139.8869888
窃盗,部品ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,松島１丁目,2022/1/14,不明,その他,駐車（輪）場,ナンバープレート,江戸川区松島１丁目,35.7045227,139.8649821, 小松川警察署 八蔵橋交番,35.7082979,139.867753
窃盗,部品ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,篠崎町４丁目,2022/10/5,18,駐車（輪）場,駐車（輪）場,その他,江戸川区篠崎町４丁目,35.6997061,139.9103125, 小松川警察署 南篠崎交番,35.693524,139.90868
窃盗,部品ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町１丁目,2021/12/27,21,駐車（輪）場,駐車（輪）場,その他,江戸川区南篠崎町１丁目,35.6947511,139.9062516, 小松川警察署 南篠崎交番,35.693524,139.90868
窃盗,部品ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,東篠崎１丁目,2022/4/22,20,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区東篠崎１丁目,35.6982302,139.9162512, 小松川警察署 南篠崎交番,35.693524,139.90868
窃盗,部品ねらい,小松川,小松川四丁目交番,131237,東京都,江戸川区,平井２丁目,2022/10/28,11,一戸建住宅,駐車（輪）場,ナンバープレート,江戸川区平井２丁目,35.7014494,139.8452923, 小松川警察署 小松川四丁目交番,35.699792,139.850426
窃盗,部品ねらい,小松川,平井七丁目交番,131237,東京都,江戸川区,平井７丁目,2022/5/7,15,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区平井７丁目,35.7148409,139.8378202, 小松川警察署 平井七丁目交番,35.7121136,139.8420423
窃盗,部品ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井４丁目,2022/2/27,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区平井４丁目,35.7071958,139.8473581, 小松川警察署 平井駅前交番,35.70628605,139.8429350469908
窃盗,部品ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2022/6/11,22,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区平井５丁目,35.707582,139.842478, 小松川警察署 平井駅前交番,35.70628605,139.8429350469908
窃盗,部品ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2022/6/24,6,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区平井５丁目,35.707582,139.842478, 小松川警察署 平井駅前交番,35.70628605,139.8429350469908
窃盗,部品ねらい,小松川,東瑞江交番,131237,東京都,江戸川区,江戸川２丁目,2022/6/13,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区江戸川２丁目,35.685418,139.9023364, 小松川警察署 東瑞江交番,35.686047,139.897783
窃盗,部品ねらい,小松川,東瑞江交番,131237,東京都,江戸川区,江戸川３丁目,2022/10/8,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区江戸川３丁目,35.6843916,139.89278, 小松川警察署 東瑞江交番,35.686047,139.897783
窃盗,部品ねらい,小松川,東瑞江交番,131237,東京都,江戸川区,東瑞江２丁目,2022/1/12,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,江戸川区東瑞江２丁目,35.6872975,139.8969342, 小松川警察署 東瑞江交番,35.686047,139.897783
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,西一之江３丁目,2022/3/26,17,駐車（輪）場,駐車（輪）場,その他,江戸川区西一之江３丁目,35.694425,139.87735, 小松川警察署 松江交番,35.6970122,139.8699934
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川１丁目,2022/4/3,10,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区東小松川１丁目,35.700872,139.86634, 小松川警察署 松江交番,35.6970122,139.8699934
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川２丁目,2022/3/1,13,駐車（輪）場,駐車（輪）場,その他,江戸川区東小松川２丁目,35.6965299,139.8654717, 小松川警察署 松江交番,35.6970122,139.8699934
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川３丁目,2022/1/27,16,駐車（輪）場,駐車（輪）場,その他,江戸川区東小松川３丁目,35.693236,139.862044, 小松川警察署 松江交番,35.6970122,139.8699934
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川３丁目,2022/7/19,18,駐車（輪）場,駐車（輪）場,その他,江戸川区東小松川３丁目,35.693236,139.862044, 小松川警察署 松江交番,35.6970122,139.8699934
窃盗,部品ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,東瑞江１丁目,2022/7/27,20,その他,その他,その他,江戸川区東瑞江１丁目,35.69041,139.899608, 小松川警察署 瑞江駅前交番,35.6927063,139.8977697368361
窃盗,部品ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,瑞江２丁目,2022/4/24,10,駐車（輪）場,駐車（輪）場,その他,江戸川区瑞江２丁目,35.6952939,139.8968745, 小松川警察署 瑞江駅前交番,35.6927063,139.8977697368361
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町２丁目,2022/11/8,10,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区篠崎町２丁目,35.706991,139.907932, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町２丁目,2022/11/17,6,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区篠崎町２丁目,35.706991,139.907932, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町３丁目,2022/6/10,14,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区篠崎町３丁目,35.7045058,139.9135669, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町５丁目,2022/6/27,18,その他,駐車（輪）場,その他,江戸川区篠崎町５丁目,35.7022064,139.9081723, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,下篠崎町,2022/10/26,21,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区下篠崎町,35.6986678,139.9132563, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江１丁目,2022/9/22,11,その他,駐車（輪）場,その他,江戸川区瑞江１丁目,35.6993262,139.8954854, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,部品ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩５丁目,2022/7/31,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,江戸川区東小岩５丁目,35.7315171,139.888347, 小岩警察署 一里塚交番,35.7321105,139.8909224
窃盗,部品ねらい,小岩,上一色駐在所,131237,東京都,江戸川区,大杉５丁目,2022/2/12,13,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区大杉５丁目,35.7101804,139.8778507, 小岩警察署 上一色駐在所,35.72344,139.873778
窃盗,部品ねらい,小岩,上一色駐在所,131237,東京都,江戸川区,上一色１丁目,2022/4/9,4,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区上一色１丁目,35.7246096,139.8714758, 小岩警察署 上一色駐在所,35.72344,139.873778
窃盗,部品ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎４丁目,2022/4/4,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,江戸川区上篠崎４丁目,35.7085016,139.8992555, 小岩警察署 上篠崎駐在所,35.714155,139.902142
窃盗,部品ねらい,小岩,二枚橋交番,131237,東京都,江戸川区,南小岩４丁目,2022/8/18,14,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区南小岩４丁目,35.722542,139.883413, 小岩警察署 二枚橋交番,35.7222944,139.8809503
窃盗,部品ねらい,小岩,二枚橋交番,131237,東京都,江戸川区,南小岩４丁目,2022/9/17,11,一戸建住宅,駐車（輪）場,その他,江戸川区南小岩４丁目,35.722542,139.883413, 小岩警察署 二枚橋交番,35.7222944,139.8809503
窃盗,部品ねらい,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩２丁目,2022/5/6,9,その他,駐車（輪）場,その他,江戸川区北小岩２丁目,35.739838,139.885646, 小岩警察署 京成小岩駅前交番,35.741382,139.8826344
窃盗,部品ねらい,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩２丁目,2022/12/11,17,駐車（輪）場,駐車（輪）場,その他,江戸川区北小岩２丁目,35.739838,139.885646, 小岩警察署 京成小岩駅前交番,35.741382,139.8826344
窃盗,部品ねらい,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩６丁目,2022/4/13,16,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区北小岩６丁目,35.7442059,139.8853737, 小岩警察署 京成小岩駅前交番,35.741382,139.8826344
窃盗,部品ねらい,小岩,北小岩二丁目交番,131237,東京都,江戸川区,北小岩２丁目,2022/5/20,12,駐車（輪）場,駐車（輪）場,その他,江戸川区北小岩２丁目,35.739838,139.885646, 小岩警察署 北小岩二丁目交番,35.7363427,139.8848256
窃盗,部品ねらい,小岩,南小岩交番,131237,東京都,江戸川区,南小岩２丁目,2022/8/12,19,その他の住宅（３階建て以下共同住宅等）,その他,その他,江戸川区南小岩２丁目,35.720006,139.889455, 小岩警察署 南小岩交番,35.7209467,139.8903081
窃盗,部品ねらい,小岩,小岩駅前交番,131237,東京都,江戸川区,西小岩１丁目,2022/5/7,10,その他,駐車（輪）場,その他,江戸川区西小岩１丁目,35.732583,139.878189, 小岩警察署 小岩駅前交番,35.7330816,139.8819066
窃盗,部品ねらい,小岩,小岩駅前交番,131237,東京都,江戸川区,南小岩６丁目,2022/4/9,2,駐車（輪）場,駐車（輪）場,その他,江戸川区南小岩６丁目,35.729527,139.878707, 小岩警察署 小岩駅前交番,35.7330816,139.8819066
窃盗,部品ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨４丁目,2022/4/11,11,駐車（輪）場,駐車（輪）場,ナンバープレート,江戸川区鹿骨４丁目,35.7143529,139.8896343, 小岩警察署 鹿骨交番,35.710294,139.88931
窃盗,部品ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,上篠崎３丁目,2022/3/18,16,駐車（輪）場,駐車（輪）場,その他,江戸川区上篠崎３丁目,35.7119224,139.899345, 小岩警察署 鹿骨交番,35.710294,139.88931
窃盗,部品ねらい,葛西,共栄橋交番,131237,東京都,江戸川区,中葛西３丁目,2022/10/16,17,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区中葛西３丁目,35.6658464,139.8710968, 葛西警察署 共栄橋交番,35.667770399999995,139.8717700846705
窃盗,部品ねらい,葛西,共栄橋交番,131237,東京都,江戸川区,中葛西４丁目,2022/9/19,17,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区中葛西４丁目,35.6663291,139.8670399, 葛西警察署 共栄橋交番,35.667770399999995,139.8717700846705
窃盗,部品ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西１丁目,2022/6/20,17,４階建て以上共同住宅,その他,その他,江戸川区南葛西１丁目,35.6541395,139.8689414, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,部品ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西３丁目,2022/2/23,13,駐車（輪）場,駐車（輪）場,その他,江戸川区南葛西３丁目,35.6501074,139.8689671, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,部品ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西４丁目,2022/4/10,12,その他,駐車（輪）場,その他,江戸川区南葛西４丁目,35.6495309,139.874178, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,部品ねらい,葛西,南葛西交番,131237,東京都,江戸川区,南葛西５丁目,2022/7/15,20,４階建て以上共同住宅,駐車（輪）場,その他,江戸川区南葛西５丁目,35.6456686,139.8729099, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
