罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,車上ねらい,南千住,南千住一丁目交番,131181.0,東京都,荒川区,東日暮里１丁目,2022/7/23,15,その他,駐車（輪）場,施錠せず,なし,荒川区東日暮里１丁目,35.73002,139.788725, 南千住警察署 南千住一丁目交番,35.7330969,139.7930264
窃盗,車上ねらい,南千住,南千住一丁目交番,131181.0,東京都,荒川区,東日暮里１丁目,2022/10/11,16,４階建て以上共同住宅,その他,施錠せず,なし,荒川区東日暮里１丁目,35.73002,139.788725, 南千住警察署 南千住一丁目交番,35.7330969,139.7930264
窃盗,車上ねらい,南千住,南千住三丁目交番,131181.0,東京都,荒川区,南千住３丁目,2022/3/26,8,その他,駐車（輪）場,施錠せず,あり,荒川区南千住３丁目,35.731231,139.807018, 南千住警察署 南千住三丁目交番,35.73013255,139.799166
窃盗,車上ねらい,南千住,南千住三丁目交番,131181.0,東京都,荒川区,南千住３丁目,2022/12/16,16,道路上,その他,施錠せず,なし,荒川区南千住３丁目,35.731231,139.807018, 南千住警察署 南千住三丁目交番,35.73013255,139.799166
窃盗,車上ねらい,南千住,南千住八丁目交番,131181.0,東京都,荒川区,南千住８丁目,2022/7/22,10,その他,その他,施錠せず,なし,荒川区南千住８丁目,35.736832,139.809688, 南千住警察署 南千住八丁目交番,35.7371715,139.8069079
窃盗,車上ねらい,南千住,南千住八丁目交番,131181.0,東京都,荒川区,南千住８丁目,2022/9/1,16,その他,その他,施錠せず,なし,荒川区南千住８丁目,35.736832,139.809688, 南千住警察署 南千住八丁目交番,35.7371715,139.8069079
窃盗,車上ねらい,南千住,南千住駅東口交番,131181.0,東京都,荒川区,南千住７丁目,2022/6/8,14,道路上,その他,施錠せず,あり,荒川区南千住７丁目,35.735666,139.798688, 南千住警察署 南千住駅東口交番,35.732836,139.799921
窃盗,車上ねらい,南千住,南千住駅東口交番,131181.0,東京都,荒川区,南千住７丁目,2022/10/28,6,道路上,その他,施錠せず,あり,荒川区南千住７丁目,35.735666,139.798688, 南千住警察署 南千住駅東口交番,35.732836,139.799921
窃盗,車上ねらい,南千住,南千住駅東口交番,131181.0,東京都,荒川区,南千住７丁目,2022/11/10,12,道路上,その他,施錠せず,あり,荒川区南千住７丁目,35.735666,139.798688, 南千住警察署 南千住駅東口交番,35.732836,139.799921
窃盗,車上ねらい,南千住,天王前交番,131181.0,東京都,荒川区,南千住６丁目,2022/6/19,18,その他,駐車（輪）場,施錠せず,なし,荒川区南千住６丁目,35.737924,139.792827, 南千住警察署 天王前交番,35.736827,139.796398
窃盗,車上ねらい,南千住,天王前交番,131181.0,東京都,荒川区,南千住７丁目,2022/6/22,21,道路上,その他,施錠せず,あり,荒川区南千住７丁目,35.735666,139.798688, 南千住警察署 天王前交番,35.736827,139.796398
窃盗,車上ねらい,荒川,三河島駅前交番,131181.0,東京都,荒川区,荒川３丁目,2022/1/14,17,その他,駐車（輪）場,施錠せず,なし,荒川区荒川３丁目,35.734245,139.781115, 荒川警察署 三河島駅前交番,,
窃盗,車上ねらい,荒川,三河島駅前交番,131181.0,東京都,荒川区,荒川３丁目,2022/6/21,18,道路上,その他,施錠せず,あり,荒川区荒川３丁目,35.734245,139.781115, 荒川警察署 三河島駅前交番,,
窃盗,車上ねらい,荒川,日暮里駅前交番,131181.0,東京都,荒川区,西日暮里２丁目,2022/1/7,19,駐車（輪）場,駐車（輪）場,施錠した,なし,荒川区西日暮里２丁目,35.730395,139.771031, 荒川警察署 日暮里駅前交番,35.7283842,139.7717987
窃盗,車上ねらい,荒川,日暮里駅前交番,131181.0,東京都,荒川区,西日暮里２丁目,2022/7/13,13,駐車（輪）場,駐車（輪）場,施錠した,なし,荒川区西日暮里２丁目,35.730395,139.771031, 荒川警察署 日暮里駅前交番,35.7283842,139.7717987
窃盗,車上ねらい,荒川,日暮里駅前交番,131181.0,東京都,荒川区,西日暮里２丁目,2022/7/15,3,駐車（輪）場,駐車（輪）場,施錠した,なし,荒川区西日暮里２丁目,35.730395,139.771031, 荒川警察署 日暮里駅前交番,35.7283842,139.7717987
窃盗,車上ねらい,荒川,日暮里駅前交番,131181.0,東京都,荒川区,西日暮里２丁目,2022/10/30,15,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり,荒川区西日暮里２丁目,35.730395,139.771031, 荒川警察署 日暮里駅前交番,35.7283842,139.7717987
窃盗,車上ねらい,荒川,日暮里駅前交番,131181.0,東京都,荒川区,東日暮里６丁目,2022/1/7,20,駐車（輪）場,駐車（輪）場,施錠した,あり,荒川区東日暮里６丁目,35.730937,139.776514, 荒川警察署 日暮里駅前交番,35.7283842,139.7717987
窃盗,車上ねらい,荒川,日暮里駅前交番,131181.0,東京都,荒川区,東日暮里６丁目,2022/7/16,17,駐車（輪）場,駐車（輪）場,施錠した,なし,荒川区東日暮里６丁目,35.730937,139.776514, 荒川警察署 日暮里駅前交番,35.7283842,139.7717987
窃盗,車上ねらい,荒川,日暮里駅前交番,131181.0,東京都,荒川区,東日暮里６丁目,2022/9/13,10,その他,駐車（輪）場,施錠せず,あり,荒川区東日暮里６丁目,35.730937,139.776514, 荒川警察署 日暮里駅前交番,35.7283842,139.7717987
窃盗,車上ねらい,荒川,東日暮里交番,131181.0,東京都,荒川区,荒川１丁目,2022/2/19,1,道路上,その他,施錠せず,あり,荒川区荒川１丁目,35.73476,139.786842, 荒川警察署 東日暮里交番,35.729261,139.785569
窃盗,車上ねらい,荒川,東日暮里交番,131181.0,東京都,荒川区,東日暮里２丁目,2022/11/1,16,道路上,その他,施錠せず,あり,荒川区東日暮里２丁目,35.729989,139.785181, 荒川警察署 東日暮里交番,35.729261,139.785569
窃盗,車上ねらい,荒川,町屋交番,131181.0,東京都,荒川区,町屋１丁目,2022/4/12,1,道路上,その他,施錠せず,あり,荒川区町屋１丁目,35.744645,139.785293, 荒川警察署 町屋交番,35.742919900000004,139.78077278213436
窃盗,車上ねらい,荒川,町屋交番,131181.0,東京都,荒川区,町屋３丁目,2022/3/22,16,その他,駐車（輪）場,施錠せず,なし,荒川区町屋３丁目,35.747464,139.781956, 荒川警察署 町屋交番,35.742919900000004,139.78077278213436
窃盗,車上ねらい,荒川,荒川五丁目交番,131181.0,東京都,荒川区,荒川４丁目,2022/10/8,13,道路上,その他,施錠せず,あり,荒川区荒川４丁目,35.737978,139.779571, 荒川警察署 荒川五丁目交番,35.7374021,139.7766867
窃盗,車上ねらい,荒川,荒川五丁目交番,131181.0,東京都,荒川区,荒川７丁目,2022/5/24,18,道路上,その他,施錠せず,なし,荒川区荒川７丁目,35.7416636,139.7821709, 荒川警察署 荒川五丁目交番,35.7374021,139.7766867
窃盗,車上ねらい,荒川,西日暮里駅前交番,131181.0,東京都,荒川区,西日暮里３丁目,2022/7/16,19,その他,駐車（輪）場,施錠した,あり,荒川区西日暮里３丁目,35.729726,139.766665, 荒川警察署 西日暮里駅前交番,35.7319787,139.76643816110277
窃盗,車上ねらい,荒川,西日暮里駅前交番,131181.0,東京都,荒川区,西日暮里５丁目,2022/10/11,19,道路上,その他,施錠せず,なし,荒川区西日暮里５丁目,35.732876,139.768386, 荒川警察署 西日暮里駅前交番,35.7319787,139.76643816110277
窃盗,車上ねらい,荒川,,,,,,2022/10/29,16,道路上,その他,施錠せず,あり,nannan,,, 荒川警察署 nan,,
窃盗,車上ねらい,千住,北千住駅東口交番,131211.0,東京都,足立区,日ノ出町,2022/2/22,18,その他,駐車（輪）場,施錠せず,なし,足立区日ノ出町,35.75301485,139.81063750853139, 千住警察署 北千住駅東口交番,35.7490995,139.806202
窃盗,車上ねらい,千住,北千住駅西口交番,131211.0,東京都,足立区,千住１丁目,2022/1/12,5,道路上,その他,施錠せず,なし,足立区千住１丁目,35.7478532,139.8013258, 千住警察署 北千住駅西口交番,35.7502869,139.8040745
窃盗,車上ねらい,千住,北千住駅西口交番,131211.0,東京都,足立区,千住２丁目,2022/10/20,19,駐車（輪）場,駐車（輪）場,施錠した,あり,足立区千住２丁目,35.7494685,139.8019802, 千住警察署 北千住駅西口交番,35.7502869,139.8040745
窃盗,車上ねらい,千住,北千住駅西口交番,131211.0,東京都,足立区,千住３丁目,2022/10/10,18,道路上,その他,施錠せず,なし,足立区千住３丁目,35.751728,139.8029995, 千住警察署 北千住駅西口交番,35.7502869,139.8040745
窃盗,車上ねらい,千住,北千住駅西口交番,131211.0,東京都,足立区,千住中居町,2022/5/14,23,道路上,その他,施錠せず,あり,足立区千住中居町,35.7498422,139.79797804214513, 千住警察署 北千住駅西口交番,35.7502869,139.8040745
窃盗,車上ねらい,千住,千住四丁目交番,131211.0,東京都,足立区,千住４丁目,2022/10/20,16,駐車（輪）場,駐車（輪）場,施錠した,なし,足立区千住４丁目,35.7536348,139.8027205, 千住警察署 千住四丁目交番,35.7537348,139.8011798
窃盗,車上ねらい,千住,千住四丁目交番,131211.0,東京都,足立区,千住４丁目,2022/10/20,19,駐車（輪）場,駐車（輪）場,施錠した,なし,足立区千住４丁目,35.7536348,139.8027205, 千住警察署 千住四丁目交番,35.7537348,139.8011798
窃盗,車上ねらい,千住,大橋交番,131211.0,東京都,足立区,千住橋戸町,2022/9/27,17,その他,その他,施錠せず,なし,足立区千住橋戸町,35.7408098,139.7975039718258, 千住警察署 大橋交番,35.7401428,139.7975734
窃盗,車上ねらい,千住,桜木町交番,131211.0,東京都,足立区,千住桜木２丁目,2022/4/6,14,その他,駐車（輪）場,施錠せず,あり,足立区千住桜木２丁目,35.7547754,139.7860372, 千住警察署 桜木町交番,35.7557618,139.7901138
窃盗,車上ねらい,千住,緑町交番,131211.0,東京都,足立区,千住緑町２丁目,2021/12/27,9,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり,足立区千住緑町２丁目,35.7454848,139.7916055, 千住警察署 緑町交番,35.7437324,139.7922766
窃盗,車上ねらい,西新井,大師前交番,131211.0,東京都,足立区,西新井１丁目,2022/11/3,18,道路上,その他,施錠せず,なし,足立区西新井１丁目,35.78031,139.781021, 西新井警察署 大師前交番,35.7782571,139.7810109
窃盗,車上ねらい,西新井,大師前交番,131211.0,東京都,足立区,西新井７丁目,2022/4/26,12,その他,駐車（輪）場,施錠せず,なし,足立区西新井７丁目,35.780571,139.771587, 西新井警察署 大師前交番,35.7782571,139.7810109
窃盗,車上ねらい,西新井,大師前交番,131211.0,東京都,足立区,西新井本町１丁目,2022/9/18,8,一戸建住宅,駐車（輪）場,施錠せず,あり,足立区西新井本町１丁目,35.7757602,139.7798091, 西新井警察署 大師前交番,35.7782571,139.7810109
窃盗,車上ねらい,西新井,宮城交番,131211.0,東京都,足立区,小台２丁目,2022/1/31,19,その他,駐車（輪）場,施錠した,なし,足立区小台２丁目,35.7577008,139.7593653, 西新井警察署 宮城交番,35.7622169,139.7557851
窃盗,車上ねらい,西新井,宮城交番,131211.0,東京都,足立区,小台２丁目,2022/9/21,17,その他,駐車（輪）場,施錠せず,なし,足立区小台２丁目,35.7577008,139.7593653, 西新井警察署 宮城交番,35.7622169,139.7557851
窃盗,車上ねらい,西新井,宮城交番,131211.0,東京都,足立区,宮城１丁目,2022/1/14,12,道路上,その他,施錠せず,なし,足立区宮城１丁目,35.7586759,139.7552132, 西新井警察署 宮城交番,35.7622169,139.7557851
窃盗,車上ねらい,西新井,宮城交番,131211.0,東京都,足立区,宮城１丁目,2022/10/28,17,その他,駐車（輪）場,施錠せず,なし,足立区宮城１丁目,35.7586759,139.7552132, 西新井警察署 宮城交番,35.7622169,139.7557851
窃盗,車上ねらい,西新井,島根交番,131211.0,東京都,足立区,六月１丁目,2022/5/21,18,その他,駐車（輪）場,施錠せず,なし,足立区六月１丁目,35.7874499,139.8009969, 西新井警察署 島根交番,35.7820463,139.7978116
窃盗,車上ねらい,西新井,新田駐在所,131211.0,東京都,足立区,新田１丁目,2022/9/3,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし,足立区新田１丁目,35.7739017,139.7394204, 西新井警察署 新田駐在所,,
窃盗,車上ねらい,西新井,新田駐在所,131211.0,東京都,足立区,新田２丁目,2022/3/23,13,道路上,その他,施錠せず,あり,足立区新田２丁目,35.7724807,139.7418129, 西新井警察署 新田駐在所,,
窃盗,車上ねらい,西新井,新田駐在所,131211.0,東京都,足立区,新田２丁目,2022/6/17,4,道路上,その他,施錠せず,なし,足立区新田２丁目,35.7724807,139.7418129, 西新井警察署 新田駐在所,,
窃盗,車上ねらい,西新井,新田駐在所,131211.0,東京都,足立区,新田３丁目,2022/11/6,16,その他,その他,施錠せず,あり,足立区新田３丁目,35.7689922,139.7483253, 西新井警察署 新田駐在所,,
窃盗,車上ねらい,西新井,新田駐在所,131211.0,東京都,足立区,新田３丁目,2022/11/27,14,その他,駐車（輪）場,施錠せず,あり,足立区新田３丁目,35.7689922,139.7483253, 西新井警察署 新田駐在所,,
窃盗,車上ねらい,西新井,新田駐在所,131211.0,東京都,足立区,新田３丁目,2022/12/26,21,その他,駐車（輪）場,施錠せず,なし,足立区新田３丁目,35.7689922,139.7483253, 西新井警察署 新田駐在所,,
窃盗,車上ねらい,西新井,本木交番,131211.0,東京都,足立区,興野１丁目,2021/8/12,15,その他,駐車（輪）場,施錠せず,なし,足立区興野１丁目,35.7694013,139.7829366, 西新井警察署 本木交番,35.7641012,139.7826169
窃盗,車上ねらい,西新井,本木交番,131211.0,東京都,足立区,興野１丁目,2022/2/24,19,その他,駐車（輪）場,施錠せず,なし,足立区興野１丁目,35.7694013,139.7829366, 西新井警察署 本木交番,35.7641012,139.7826169
窃盗,車上ねらい,西新井,本木交番,131211.0,東京都,足立区,西新井本町４丁目,2022/11/5,10,道路上,その他,施錠せず,あり,足立区西新井本町４丁目,35.7726918,139.7769606, 西新井警察署 本木交番,35.7641012,139.7826169
窃盗,車上ねらい,西新井,本木交番,131211.0,東京都,足立区,本木西町,2022/9/21,18,駐車（輪）場,駐車（輪）場,施錠せず,なし,足立区本木西町,35.76040605,139.77950868307033, 西新井警察署 本木交番,35.7641012,139.7826169
窃盗,車上ねらい,西新井,本木交番,131211.0,東京都,足立区,本木東町,2022/6/20,17,その他,駐車（輪）場,施錠せず,なし,足立区本木東町,35.76607305,139.78235151529987, 西新井警察署 本木交番,35.7641012,139.7826169
窃盗,車上ねらい,西新井,梅田一丁目交番,131211.0,東京都,足立区,梅田３丁目,2022/3/2,12,駐車（輪）場,駐車（輪）場,施錠せず,なし,足立区梅田３丁目,35.7642363,139.7968357, 西新井警察署 梅田一丁目交番,35.763422,139.80356
窃盗,車上ねらい,西新井,梅田一丁目交番,131211.0,東京都,足立区,梅田３丁目,2022/4/27,13,駐車（輪）場,駐車（輪）場,施錠せず,なし,足立区梅田３丁目,35.7642363,139.7968357, 西新井警察署 梅田一丁目交番,35.763422,139.80356
窃盗,車上ねらい,西新井,梅田一丁目交番,131211.0,東京都,足立区,梅田３丁目,2022/5/22,3,道路上,その他,施錠せず,なし,足立区梅田３丁目,35.7642363,139.7968357, 西新井警察署 梅田一丁目交番,35.763422,139.80356
窃盗,車上ねらい,西新井,江北交番,131211.0,東京都,足立区,江北１丁目,2022/1/6,21,駐車（輪）場,駐車（輪）場,施錠した,あり,足立区江北１丁目,35.769804,139.768329, 西新井警察署 江北交番,35.7688712,139.7619409
窃盗,車上ねらい,西新井,江北交番,131211.0,東京都,足立区,江北１丁目,2022/1/13,18,その他,駐車（輪）場,施錠した,なし,足立区江北１丁目,35.769804,139.768329, 西新井警察署 江北交番,35.7688712,139.7619409
窃盗,車上ねらい,西新井,江北交番,131211.0,東京都,足立区,江北１丁目,2022/1/21,22,その他,駐車（輪）場,施錠した,なし,足立区江北１丁目,35.769804,139.768329, 西新井警察署 江北交番,35.7688712,139.7619409
窃盗,車上ねらい,西新井,江北交番,131211.0,東京都,足立区,江北１丁目,2022/1/30,21,道路上,その他,施錠した,あり,足立区江北１丁目,35.769804,139.768329, 西新井警察署 江北交番,35.7688712,139.7619409
窃盗,車上ねらい,西新井,江北交番,131211.0,東京都,足立区,江北４丁目,2022/7/15,18,駐車（輪）場,駐車（輪）場,施錠した,なし,足立区江北４丁目,35.7727502,139.766904, 西新井警察署 江北交番,35.7688712,139.7619409
窃盗,車上ねらい,西新井,皿沼交番,131211.0,東京都,足立区,加賀１丁目,2022/11/2,20,駐車（輪）場,駐車（輪）場,施錠した,なし,足立区加賀１丁目,35.7887532,139.7589966, 西新井警察署 皿沼交番,35.7890614,139.7622666
窃盗,車上ねらい,西新井,皿沼交番,131211.0,東京都,足立区,加賀２丁目,2022/12/27,19,その他,駐車（輪）場,施錠せず,あり,足立区加賀２丁目,35.7925384,139.760963, 西新井警察署 皿沼交番,35.7890614,139.7622666
窃盗,車上ねらい,西新井,皿沼交番,131211.0,東京都,足立区,鹿浜８丁目,2022/8/14,1,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり,足立区鹿浜８丁目,35.788198,139.763594, 西新井警察署 皿沼交番,35.7890614,139.7622666
窃盗,車上ねらい,西新井,西新井五丁目交番,131211.0,東京都,足立区,西新井２丁目,2022/9/18,15,その他,駐車（輪）場,施錠せず,なし,足立区西新井２丁目,35.7843135,139.7814313, 西新井警察署 西新井五丁目交番,35.7860023,139.7791691
窃盗,車上ねらい,西新井,西新井五丁目交番,131211.0,東京都,足立区,西新井４丁目,2022/4/13,14,その他,駐車（輪）場,施錠せず,なし,足立区西新井４丁目,35.7878778,139.7754296, 西新井警察署 西新井五丁目交番,35.7860023,139.7791691
窃盗,車上ねらい,西新井,西新井五丁目交番,131211.0,東京都,足立区,西新井５丁目,2022/5/12,9,その他,駐車（輪）場,施錠せず,なし,足立区西新井５丁目,35.7843703,139.7756228, 西新井警察署 西新井五丁目交番,35.7860023,139.7791691
窃盗,車上ねらい,西新井,西新井五丁目交番,131211.0,東京都,足立区,谷在家１丁目,2022/12/27,20,道路上,その他,施錠せず,なし,足立区谷在家１丁目,35.786648,139.771071, 西新井警察署 西新井五丁目交番,35.7860023,139.7791691
窃盗,車上ねらい,西新井,西新井駅前交番,131211.0,東京都,足立区,梅島３丁目,2022/11/27,10,その他,駐車（輪）場,施錠せず,なし,足立区梅島３丁目,35.7759734,139.7943735, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,車上ねらい,西新井,西新井駅前交番,131211.0,東京都,足立区,梅島３丁目,2022/12/17,19,道路上,その他,施錠せず,あり,足立区梅島３丁目,35.7759734,139.7943735, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,車上ねらい,西新井,西新井駅前交番,131211.0,東京都,足立区,西新井栄町１丁目,2022/1/8,18,その他,駐車（輪）場,施錠せず,なし,足立区西新井栄町１丁目,35.7740149,139.7894061, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,車上ねらい,西新井,西新井駅前交番,131211.0,東京都,足立区,西新井栄町１丁目,2022/2/26,13,その他,駐車（輪）場,施錠せず,なし,足立区西新井栄町１丁目,35.7740149,139.7894061, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,車上ねらい,西新井,西新井駅前交番,131211.0,東京都,足立区,西新井栄町１丁目,2022/9/21,19,その他,駐車（輪）場,施錠せず,なし,足立区西新井栄町１丁目,35.7740149,139.7894061, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,車上ねらい,西新井,西新井駅前交番,131211.0,東京都,足立区,西新井栄町１丁目,2022/10/3,17,道路上,その他,施錠せず,あり,足立区西新井栄町１丁目,35.7740149,139.7894061, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,車上ねらい,西新井,西新井駅前交番,131211.0,東京都,足立区,西新井栄町２丁目,2022/11/2,14,その他,駐車（輪）場,施錠せず,なし,足立区西新井栄町２丁目,35.7769722,139.7869572, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,車上ねらい,西新井,関原三丁目交番,131211.0,東京都,足立区,関原２丁目,2022/3/4,14,道路上,その他,施錠せず,あり,足立区関原２丁目,35.7667201,139.7890091, 西新井警察署 関原三丁目交番,35.7696305,139.7887628
窃盗,車上ねらい,西新井,鹿浜交番,131211.0,東京都,足立区,鹿浜３丁目,2022/2/1,不明,一戸建住宅,駐車（輪）場,施錠せず,あり,足立区鹿浜３丁目,35.7811177,139.7534284, 西新井警察署 鹿浜交番,35.7787755,139.7507655
窃盗,車上ねらい,西新井,鹿浜交番,131211.0,東京都,足立区,鹿浜３丁目,2022/10/31,19,その他,駐車（輪）場,施錠せず,なし,足立区鹿浜３丁目,35.7811177,139.7534284, 西新井警察署 鹿浜交番,35.7787755,139.7507655
窃盗,車上ねらい,綾瀬,一ツ家交番,131211.0,東京都,足立区,加平２丁目,2022/2/26,5,駐車（輪）場,駐車（輪）場,施錠せず,なし,足立区加平２丁目,35.7804474,139.8267746, 綾瀬警察署 一ツ家交番,,
窃盗,車上ねらい,綾瀬,一ツ家交番,131211.0,東京都,足立区,六町１丁目,2022/6/3,22,道路上,その他,施錠せず,あり,足立区六町１丁目,35.7823448,139.8224938, 綾瀬警察署 一ツ家交番,,
窃盗,車上ねらい,綾瀬,中央本町交番,131211.0,東京都,足立区,中央本町５丁目,2022/11/25,18,その他,駐車（輪）場,施錠せず,なし,足立区中央本町５丁目,35.7779841,139.8071086, 綾瀬警察署 中央本町交番,35.7749739,139.8034744
窃盗,車上ねらい,綾瀬,中央本町交番,131211.0,東京都,足立区,一ツ家１丁目,2022/3/5,18,一戸建住宅,駐車（輪）場,施錠せず,あり,足立区一ツ家１丁目,35.7815789,139.8100161, 綾瀬警察署 中央本町交番,35.7749739,139.8034744
窃盗,車上ねらい,綾瀬,五反野駅前交番,131211.0,東京都,足立区,中央本町２丁目,2022/11/30,19,その他,駐車（輪）場,施錠せず,なし,足立区中央本町２丁目,35.7696364,139.80757, 綾瀬警察署 五反野駅前交番,,
窃盗,車上ねらい,綾瀬,大谷田交番,131211.0,東京都,足立区,大谷田１丁目,2022/1/3,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり,足立区大谷田１丁目,35.7789329,139.8457646, 綾瀬警察署 大谷田交番,35.7761331,139.8434775
窃盗,車上ねらい,綾瀬,大谷田交番,131211.0,東京都,足立区,大谷田４丁目,2022/8/29,10,道路上,その他,施錠せず,あり,足立区大谷田４丁目,35.7797772,139.838233, 綾瀬警察署 大谷田交番,35.7761331,139.8434775
窃盗,車上ねらい,綾瀬,弘道交番,131211.0,東京都,足立区,中央本町２丁目,2022/11/1,16,道路上,その他,施錠せず,あり,足立区中央本町２丁目,35.7696364,139.80757, 綾瀬警察署 弘道交番,35.770701,139.810537
窃盗,車上ねらい,綾瀬,東和交番,131211.0,東京都,足立区,東和５丁目,2022/6/2,18,その他,駐車（輪）場,施錠せず,なし,足立区東和５丁目,35.7754512,139.8381471, 綾瀬警察署 東和交番,35.7689131,139.8415386
窃盗,車上ねらい,綾瀬,神明交番,131211.0,東京都,足立区,神明南２丁目,2022/2/17,19,駐車（輪）場,駐車（輪）場,施錠せず,なし,足立区神明南２丁目,35.789116,139.8322034, 綾瀬警察署 神明交番,35.7917124,139.8316794
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,綾瀬３丁目,2022/3/7,21,一戸建住宅,駐車（輪）場,施錠せず,あり,足立区綾瀬３丁目,35.7646808,139.8263052, 綾瀬警察署 綾瀬六丁目交番,35.7688512,139.8259598
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,綾瀬６丁目,2022/8/6,15,その他,駐車（輪）場,施錠せず,なし,足立区綾瀬６丁目,35.7708115,139.8264849, 綾瀬警察署 綾瀬六丁目交番,35.7688512,139.8259598
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,東綾瀬３丁目,2022/1/17,21,その他,駐車（輪）場,施錠せず,なし,足立区東綾瀬３丁目,35.770237,139.8328364, 綾瀬警察署 綾瀬六丁目交番,35.7688512,139.8259598
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,谷中２丁目,2022/1/23,16,その他,その他,施錠せず,あり,足立区谷中２丁目,35.7761649,139.8332441, 綾瀬警察署 綾瀬六丁目交番,35.7688512,139.8259598
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,谷中２丁目,2022/2/8,15,その他,その他,施錠せず,なし,足立区谷中２丁目,35.7761649,139.8332441, 綾瀬警察署 綾瀬六丁目交番,35.7688512,139.8259598
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,谷中２丁目,2022/10/24,19,その他,駐車（輪）場,施錠せず,なし,足立区谷中２丁目,35.7761649,139.8332441, 綾瀬警察署 綾瀬六丁目交番,35.7688512,139.8259598
窃盗,車上ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,綾瀬５丁目,2022/6/11,16,道路上,その他,施錠せず,あり,足立区綾瀬５丁目,35.7674557,139.8271286, 綾瀬警察署 綾瀬駅東口交番,35.7627604,139.8278633
窃盗,車上ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,東綾瀬２丁目,2022/3/10,13,道路上,その他,施錠せず,なし,足立区東綾瀬２丁目,35.7676777,139.8327291, 綾瀬警察署 綾瀬駅東口交番,35.7627604,139.8278633
窃盗,車上ねらい,綾瀬,綾瀬駅東口交番,131211.0,東京都,足立区,東綾瀬２丁目,2022/3/11,16,その他,その他,施錠せず,なし,足立区東綾瀬２丁目,35.7676777,139.8327291, 綾瀬警察署 綾瀬駅東口交番,35.7627604,139.8278633
窃盗,車上ねらい,綾瀬,綾瀬駅西口交番,131211.0,東京都,足立区,綾瀬４丁目,2022/3/10,12,その他,駐車（輪）場,施錠せず,なし,足立区綾瀬４丁目,35.7655904,139.8226641, 綾瀬警察署 綾瀬駅西口交番,35.7616666,139.8228475
窃盗,車上ねらい,綾瀬,足立駐在所,131211.0,東京都,足立区,足立３丁目,2022/10/20,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり,足立区足立３丁目,35.7631682,139.8108101, 綾瀬警察署 足立駐在所,35.7643063,139.8117847
窃盗,車上ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興５丁目,2022/1/11,14,道路上,その他,施錠せず,なし,足立区伊興５丁目,35.798941,139.7829902, 竹の塚警察署 伊興町交番,35.795238,139.7887666
窃盗,車上ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,西竹の塚２丁目,2022/11/11,14,道路上,その他,施錠せず,あり,足立区西竹の塚２丁目,35.7963957,139.7901141, 竹の塚警察署 伊興町交番,35.795238,139.7887666
窃盗,車上ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,西竹の塚２丁目,2022/12/22,16,道路上,その他,施錠せず,あり,足立区西竹の塚２丁目,35.7963957,139.7901141, 竹の塚警察署 伊興町交番,35.795238,139.7887666
窃盗,車上ねらい,竹の塚,伊興町交番,131211.0,東京都,足立区,東伊興３丁目,2022/4/7,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり,足立区東伊興３丁目,35.8011948,139.791584, 竹の塚警察署 伊興町交番,35.795238,139.7887666
窃盗,車上ねらい,竹の塚,保木間交番,131211.0,東京都,足立区,保木間１丁目,2022/7/23,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり,足立区保木間１丁目,35.790404,139.804995, 竹の塚警察署 保木間交番,35.7948232,139.8102664
